hcp_id,period,specialty,region,territory_id,institution_type,decile,years_in_practice,calls_last_90d,days_since_last_call,email_sent_last_90d,emails_opened_last_90d,samples_dropped_last_90d,speaker_program_attended_12m,digital_engagement_score,patient_volume_est,nbrx_last_month,nbrx_3m_avg,trx_3m_avg,competitor_share_pct,payer_mix_commercial_pct,formulary_status,campaign_wave_id,followup_call_logged_flag,territory_target_refresh_flag,responded_strict,responded_loose
102086,2025-11,Primary Care,West,T-W64,Hospital,2,18.0,2,5.0,5,1,1,0,49.4,75.0,3.84,4.37,14.38,76.2,75.3,Non-preferred,W132,0.0,1.0,0,0
101164,2024-10,Cardiology,East,T-E65,Hospital,9,13.0,13,2.0,9,1,9,0,79.6,150.0,12.81,13.56,61.8,28.1,61.2,Restricted,W173,1.0,0.0,1,1
100546,2024-01,Internal Medicine,East,T-E52,Group Practice,7,25.0,6,3.0,4,0,3,0,42.1,129.0,9.97,10.94,39.63,59.9,58.3,Preferred,W173,0.0,0.0,0,1
101114,2024-05,Endocrinology,West,T-W46,Hospital,3,32.0,3,4.0,9,2,0,0,49.6,86.0,6.77,5.69,16.73,51.4,85.7,Preferred,W102,0.0,0.0,0,0
100635,2024-01,Internal Medicine,West,T-W60,Hospital,6,10.0,4,4.0,5,1,2,0,43.7,118.0,9.93,9.62,27.54,84.1,40.4,Preferred,W66,0.0,0.0,0,0
101460,2025-02,Cardiology,South,T-S24,Private Clinic,5,2.0,2,5.0,5,2,3,0,79.3,107.0,6.5,8.31,38.05,57.4,78.9,Restricted,W146,1.0,0.0,0,0
101598,2024-10,Endocrinology,East,T-E23,Academic,10,22.0,4,4.0,11,3,3,1,29.3,161.0,10.84,14.87,39.55,32.0,64.6,Restricted,W195,0.0,1.0,0,0
101333,2025-08,Primary Care,North,T-N44,Private Clinic,5,23.0,3,4.0,8,3,3,0,75.0,107.0,8.38,8.31,26.36,63.2,68.2,Restricted,W185,0.0,1.0,0,1
101728,2025-07,Primary Care,East,T-E58,Group Practice,1,12.0,4,4.0,5,3,4,0,49.7,64.0,1.42,3.06,12.6,40.0,45.8,Restricted,W52,0.0,0.0,0,0
100529,2025-12,Cardiology,Central,T-C26,Hospital,6,18.0,0,8.0,5,1,0,0,32.5,118.0,5.85,9.62,38.94,61.2,59.8,Restricted,W4,0.0,1.0,0,0
102093,2024-03,Primary Care,South,T-S67,Private Clinic,2,20.0,1,6.0,7,4,1,0,48.2,75.0,3.83,4.37,16.28,42.9,33.7,Non-preferred,W26,0.0,0.0,0,0
101341,2025-04,Internal Medicine,East,T-E15,Group Practice,7,1.0,3,4.0,11,5,4,0,59.0,129.0,9.75,10.94,46.05,28.9,33.2,Non-preferred,W136,1.0,1.0,0,0
100938,2025-07,Endocrinology,Central,T-C61,Academic,4,19.0,2,5.0,8,1,1,0,31.6,97.0,4.38,7.0,21.18,59.2,44.5,Preferred,W82,0.0,1.0,0,1
100051,2024-08,Cardiology,West,T-W15,Private Clinic,2,23.0,2,5.0,10,2,1,1,26.8,75.0,0.06,4.37,15.86,60.2,52.5,Preferred,W110,0.0,0.0,0,1
100407,2024-03,Internal Medicine,North,T-N67,Private Clinic,9,22.0,8,2.0,4,0,11,0,44.6,150.0,16.16,13.56,65.82,75.5,63.8,Non-preferred,W196,0.0,1.0,0,0
101534,2024-06,Primary Care,North,T-N30,Group Practice,9,26.0,5,3.0,6,1,3,0,24.6,150.0,18.42,13.56,28.69,64.9,52.5,Restricted,W219,1.0,0.0,0,1
100478,2025-06,Primary Care,North,T-N79,Academic,1,20.0,0,8.0,11,3,0,0,50.2,64.0,2.98,3.06,8.84,59.6,91.0,Non-preferred,W110,0.0,0.0,0,0
100748,2024-03,Cardiology,West,T-W35,Hospital,6,23.0,2,5.0,8,4,1,0,43.0,118.0,11.23,9.62,36.73,45.0,61.1,Preferred,W38,0.0,0.0,0,0
101456,2025-02,Nephrology,South,T-S61,Hospital,1,8.0,4,4.0,10,2,5,0,51.1,64.0,3.46,3.06,8.69,44.6,51.6,Preferred,W151,0.0,0.0,0,0
100244,2024-05,Internal Medicine,North,T-N16,Group Practice,5,19.0,4,4.0,4,2,2,0,66.7,107.0,10.38,8.31,23.36,20.9,57.8,Preferred,W207,0.0,0.0,0,0
100015,2025-04,Primary Care,South,T-S44,Group Practice,10,9.0,5,3.0,1,0,5,0,52.5,161.0,11.08,14.87,54.27,40.6,54.6,Not covered,W11,0.0,0.0,0,0
101902,2024-03,Nephrology,West,T-W36,Private Clinic,7,29.0,3,4.0,5,2,3,0,17.7,129.0,13.2,10.94,36.08,46.4,32.9,Non-preferred,W217,0.0,0.0,0,1
100486,2025-09,Internal Medicine,South,T-S40,Group Practice,8,23.0,3,4.0,7,2,4,0,38.9,139.0,14.44,12.25,31.35,33.0,26.2,Preferred,W92,1.0,0.0,0,1
101557,2025-11,Primary Care,West,T-W76,Private Clinic,6,8.0,6,3.0,8,2,3,0,35.6,118.0,9.83,9.62,41.15,24.4,31.5,Preferred,W59,1.0,1.0,1,1
101309,2025-11,Primary Care,East,T-E45,Group Practice,10,21.0,4,4.0,8,2,7,1,22.3,161.0,10.76,14.87,56.25,67.6,46.3,Restricted,W133,1.0,1.0,0,0
100675,2024-02,Primary Care,West,T-W27,Academic,1,16.0,1,6.0,3,2,2,0,22.7,64.0,1.88,3.06,6.44,80.7,37.2,Not covered,W155,0.0,0.0,0,0
101505,2025-02,Nephrology,North,T-N21,Private Clinic,10,25.0,11,2.0,4,2,5,0,63.9,161.0,21.31,14.87,60.85,29.3,67.5,Non-preferred,W162,1.0,0.0,1,1
100750,2025-07,Internal Medicine,West,T-W17,Hospital,4,13.0,0,8.0,6,3,0,0,59.4,97.0,6.63,7.0,24.67,56.0,47.9,Preferred,W36,0.0,0.0,0,0
101174,2025-07,Internal Medicine,West,T-W55,Private Clinic,8,19.0,2,5.0,5,1,2,0,33.1,139.0,11.87,12.25,42.78,30.8,70.1,Not covered,W37,0.0,0.0,0,0
100285,2024-11,Endocrinology,West,T-W69,Hospital,6,16.0,8,2.0,10,5,4,0,59.3,118.0,11.99,9.62,37.76,50.8,83.0,Preferred,W37,0.0,0.0,0,0
100429,2025-05,Internal Medicine,West,T-W21,Academic,9,22.0,8,2.0,7,2,5,0,30.9,150.0,9.08,13.56,54.11,16.1,77.6,Restricted,W213,0.0,0.0,0,1
100365,2025-01,Endocrinology,South,T-S41,Academic,8,8.0,4,4.0,6,2,6,0,49.9,139.0,5.8,12.25,36.38,85.6,59.1,Preferred,W89,1.0,1.0,1,1
100507,2024-02,Primary Care,North,T-N17,Hospital,2,25.0,2,5.0,13,3,3,0,53.0,75.0,4.5,4.37,16.75,53.8,41.9,Non-preferred,W200,0.0,0.0,0,0
100593,2025-03,Primary Care,North,T-N42,Private Clinic,8,1.0,6,3.0,6,2,4,0,75.7,139.0,16.09,12.25,46.67,36.5,58.3,Restricted,W81,0.0,0.0,0,0
101060,2024-04,Endocrinology,East,T-E24,Private Clinic,2,27.0,0,8.0,7,1,0,0,38.7,75.0,4.79,4.37,20.22,74.3,37.0,Restricted,W70,0.0,0.0,0,0
101771,2024-11,Internal Medicine,West,T-W20,Academic,4,12.0,8,2.0,4,3,7,1,52.3,97.0,6.03,7.0,22.43,32.8,76.2,Preferred,W96,0.0,1.0,0,0
100734,2024-09,Primary Care,East,T-E68,Hospital,6,22.0,5,3.0,4,1,6,0,63.1,118.0,9.04,9.62,31.04,74.1,42.1,Preferred,W55,0.0,1.0,0,0
101373,2025-07,Cardiology,Central,T-C52,Private Clinic,7,20.0,3,4.0,6,1,4,0,51.2,129.0,4.36,10.94,33.5,42.5,74.1,Preferred,W16,0.0,0.0,0,1
100614,2025-05,Primary Care,South,T-S53,Academic,2,10.0,0,8.0,5,0,0,0,37.6,75.0,3.31,4.37,19.78,49.8,87.9,Non-preferred,W56,1.0,1.0,0,0
100281,2025-06,Endocrinology,Central,T-C47,Academic,3,10.0,2,5.0,5,2,3,0,51.6,86.0,2.42,5.69,16.17,34.6,81.3,Not covered,W204,0.0,1.0,0,0
100526,2024-10,Internal Medicine,West,T-W57,Private Clinic,9,23.0,4,4.0,9,3,4,1,61.4,150.0,11.6,13.56,56.68,56.4,65.1,Restricted,W63,0.0,0.0,0,0
100134,2024-04,Primary Care,Central,T-C17,Academic,8,20.0,4,4.0,6,2,7,0,49.7,139.0,11.83,12.25,50.72,70.5,54.6,Restricted,W119,0.0,0.0,0,0
101902,2025-09,Nephrology,West,T-W36,Private Clinic,7,29.0,5,3.0,7,2,3,0,45.4,129.0,6.86,10.94,40.24,40.0,66.9,Not covered,W15,0.0,0.0,0,0
100701,2025-10,Primary Care,North,T-N64,Group Practice,5,15.0,5,3.0,10,3,4,0,43.8,107.0,6.28,8.31,28.09,40.2,61.4,Restricted,W136,0.0,1.0,0,0
101648,2025-02,Endocrinology,Central,T-C35,Academic,3,13.0,2,5.0,6,1,1,0,41.4,86.0,4.79,5.69,14.29,69.4,74.4,Non-preferred,W45,0.0,0.0,0,0
100782,2024-11,Primary Care,West,T-W16,Hospital,5,26.0,3,4.0,10,4,2,0,70.1,107.0,6.47,8.31,20.54,41.8,53.2,Non-preferred,W33,0.0,0.0,0,0
101308,2024-09,Primary Care,East,T-E41,Private Clinic,4,22.0,4,4.0,8,2,4,0,64.6,97.0,8.17,7.0,27.19,33.8,86.3,Preferred,W209,0.0,1.0,0,1
101662,2025-12,Primary Care,East,T-E71,Private Clinic,1,11.0,1,6.0,7,1,0,0,45.5,64.0,3.65,3.06,10.58,37.3,61.7,Restricted,W56,0.0,0.0,0,0
100604,2025-06,Nephrology,Central,T-C30,Group Practice,3,10.0,7,3.0,6,3,8,1,70.4,86.0,6.44,5.69,21.57,48.8,51.8,Restricted,W214,0.0,1.0,0,0
100996,2024-09,Internal Medicine,East,T-E26,Private Clinic,3,22.0,3,4.0,6,2,0,0,47.4,86.0,3.71,5.69,15.41,23.7,64.6,Preferred,W6,0.0,0.0,0,0
100518,2024-08,Internal Medicine,North,T-N35,Hospital,7,26.0,5,3.0,1,0,2,0,63.3,129.0,8.0,10.94,26.1,43.4,72.6,Not covered,W17,0.0,0.0,0,0
101480,2024-08,Internal Medicine,West,T-W37,Group Practice,6,11.0,8,2.0,5,2,9,0,57.0,118.0,12.55,9.62,32.82,34.5,60.8,Non-preferred,W185,0.0,1.0,0,0
100606,2025-02,Cardiology,North,T-N58,Group Practice,1,28.0,3,4.0,6,3,1,0,45.9,64.0,5.8,3.06,11.42,64.0,58.6,Non-preferred,W63,0.0,1.0,0,0
101998,2024-06,Primary Care,West,T-W61,Hospital,2,19.0,1,6.0,3,0,1,0,28.0,75.0,3.95,4.37,14.3,100.0,66.7,Preferred,W26,0.0,1.0,0,0
100651,2024-10,Endocrinology,North,T-N25,Hospital,8,18.0,9,2.0,6,1,3,0,39.8,139.0,13.26,12.25,45.9,43.2,83.4,Preferred,W129,0.0,0.0,0,0
100612,2024-03,Primary Care,South,T-S77,Group Practice,8,18.0,0,8.0,5,1,0,1,35.2,139.0,19.76,12.25,47.91,30.5,49.4,Restricted,W204,0.0,0.0,0,1
100973,2025-05,Internal Medicine,Central,T-C57,Hospital,7,7.0,8,2.0,8,2,7,0,36.6,129.0,12.46,10.94,30.33,81.7,79.0,Non-preferred,W39,0.0,1.0,0,0
101626,2025-04,Cardiology,North,T-N79,Hospital,9,20.0,10,2.0,2,0,7,0,59.3,150.0,15.16,13.56,51.66,1.0,44.0,Restricted,W209,0.0,0.0,0,0
101019,2025-03,Internal Medicine,East,T-E45,Hospital,7,25.0,5,3.0,6,2,4,0,60.4,129.0,14.58,10.94,40.48,47.0,64.2,Restricted,W25,0.0,0.0,0,0
101735,2024-04,Cardiology,South,T-S49,Private Clinic,6,8.0,2,5.0,9,3,2,1,50.1,118.0,7.41,9.62,38.85,36.8,54.5,Preferred,W102,0.0,0.0,0,0
100569,2025-06,Endocrinology,North,T-N62,Private Clinic,5,26.0,3,4.0,5,0,1,0,79.1,107.0,10.43,8.31,28.08,75.0,80.9,Preferred,W94,0.0,0.0,0,0
100332,2025-02,Internal Medicine,West,T-W48,Academic,10,20.0,13,2.0,8,3,13,0,64.9,161.0,20.41,14.87,69.57,23.0,57.6,Non-preferred,W28,1.0,1.0,1,1
100040,2025-09,Internal Medicine,Central,T-C70,Group Practice,2,5.0,3,4.0,9,3,3,0,58.3,75.0,2.63,4.37,14.82,77.2,60.1,Preferred,W37,0.0,0.0,0,0
102089,2025-09,Primary Care,Central,T-C15,Academic,10,32.0,6,3.0,10,3,9,0,72.8,161.0,16.21,14.87,43.77,57.2,76.3,Preferred,W170,0.0,0.0,0,0
100319,2025-12,Primary Care,North,T-N52,Private Clinic,3,8.0,1,6.0,9,2,2,0,59.0,86.0,5.6,5.69,18.64,60.3,72.4,Preferred,W38,0.0,1.0,0,0
101833,2024-09,Cardiology,North,T-N69,Academic,3,8.0,4,4.0,8,1,5,0,49.9,86.0,5.44,5.69,28.24,43.5,49.9,Non-preferred,W56,1.0,0.0,1,1
100671,2025-01,Cardiology,North,T-N72,Group Practice,2,31.0,2,5.0,11,3,3,0,43.0,75.0,4.71,4.37,12.97,30.4,58.0,Not covered,W170,0.0,0.0,0,0
100187,2025-11,Endocrinology,South,T-S67,Private Clinic,9,7.0,9,2.0,8,4,9,0,68.6,150.0,26.01,13.56,45.74,30.8,44.3,Not covered,W86,0.0,0.0,0,0
101315,2025-04,Internal Medicine,South,T-S17,Hospital,1,17.0,2,5.0,11,4,2,0,59.0,64.0,3.5,3.06,13.75,63.3,60.3,Non-preferred,W181,0.0,0.0,0,0
101302,2024-01,Internal Medicine,Central,T-C35,Hospital,9,13.0,10,2.0,2,1,14,0,71.2,150.0,22.98,13.56,46.82,34.5,83.2,Non-preferred,W8,0.0,0.0,0,1
101760,2024-03,Nephrology,West,T-W36,Group Practice,2,22.0,3,4.0,3,1,5,0,43.3,75.0,5.82,4.37,16.08,49.5,38.9,Non-preferred,W91,1.0,0.0,0,0
101938,2025-06,Internal Medicine,Central,T-C42,Group Practice,5,11.0,3,4.0,8,3,0,0,48.2,107.0,8.14,8.31,30.91,49.9,62.1,Non-preferred,W2,0.0,0.0,0,1
101430,2025-07,Internal Medicine,North,T-N64,Academic,6,28.0,2,5.0,2,0,3,0,38.3,118.0,6.32,9.62,30.02,55.9,80.4,Non-preferred,W77,0.0,0.0,0,0
100577,2024-03,Primary Care,West,T-W22,Academic,9,8.0,9,2.0,5,2,7,0,54.9,150.0,16.61,13.56,38.4,41.2,40.6,Non-preferred,W181,1.0,1.0,0,1
100628,2024-10,Endocrinology,Central,T-C46,Academic,7,23.0,3,4.0,8,4,3,1,47.5,129.0,14.61,10.94,54.15,23.3,75.2,Non-preferred,W152,0.0,1.0,0,1
100109,2024-09,Primary Care,North,T-N26,Private Clinic,3,2.0,2,5.0,9,3,1,0,61.6,86.0,8.79,5.69,18.56,35.0,50.0,Preferred,W55,0.0,0.0,0,0
101773,2025-03,Internal Medicine,East,T-E60,Private Clinic,4,14.0,3,4.0,6,1,3,0,52.8,97.0,4.81,7.0,29.23,56.5,61.1,Preferred,W134,1.0,1.0,1,1
101233,2025-08,Primary Care,Central,T-C68,Private Clinic,8,1.0,7,3.0,7,2,4,0,43.4,139.0,16.18,12.25,35.13,25.5,56.0,Restricted,W161,0.0,0.0,0,0
100846,2025-10,Internal Medicine,North,T-N71,Academic,8,12.0,8,2.0,2,0,10,0,56.4,139.0,9.23,12.25,45.16,45.1,54.9,Preferred,W179,0.0,0.0,0,0
100905,2025-07,Endocrinology,East,T-E38,Academic,7,16.0,5,3.0,6,2,3,0,62.2,129.0,8.63,10.94,44.74,21.5,52.2,Non-preferred,W15,0.0,0.0,0,0
101605,2024-01,Internal Medicine,East,T-E22,Group Practice,8,25.0,8,2.0,5,3,7,0,39.6,139.0,11.63,12.25,42.87,33.9,55.2,Non-preferred,W90,0.0,0.0,0,0
101095,2025-11,Nephrology,West,T-W60,Group Practice,1,9.0,1,6.0,2,1,0,0,49.5,64.0,2.42,3.06,12.34,77.7,77.1,Preferred,W53,0.0,0.0,0,0
101015,2024-11,Endocrinology,North,T-N30,Group Practice,3,8.0,0,8.0,5,0,0,0,20.4,86.0,2.99,5.69,16.13,77.1,55.5,Restricted,W21,0.0,1.0,0,0
100385,2025-01,Cardiology,North,T-N40,Private Clinic,8,14.0,5,3.0,7,2,2,0,55.4,139.0,11.36,12.25,39.83,30.6,55.9,Restricted,W37,0.0,0.0,0,1
101733,2024-03,Cardiology,North,T-N73,Private Clinic,4,24.0,5,3.0,8,3,8,0,47.7,97.0,10.34,7.0,20.37,68.5,54.8,Restricted,W99,0.0,0.0,0,0
101669,2025-06,Primary Care,East,T-E19,Group Practice,2,20.0,3,4.0,3,2,4,0,51.5,75.0,6.25,4.37,10.5,62.7,69.7,Preferred,W125,0.0,1.0,0,0
101795,2024-02,Primary Care,North,T-N58,Private Clinic,4,15.0,3,4.0,5,1,3,0,47.9,97.0,4.73,7.0,20.47,37.7,46.2,Restricted,W27,0.0,0.0,0,0
101339,2025-05,Internal Medicine,West,T-W32,Hospital,5,21.0,5,3.0,3,1,3,0,66.6,107.0,10.7,8.31,19.77,24.1,47.7,Non-preferred,W200,0.0,0.0,0,0
101047,2025-12,Internal Medicine,North,T-N12,Private Clinic,3,32.0,2,5.0,8,3,2,0,52.8,86.0,7.77,5.69,16.11,56.8,57.3,Not covered,W175,0.0,0.0,0,0
100447,2024-02,Endocrinology,South,T-S62,Private Clinic,5,15.0,2,5.0,12,2,8,0,48.1,107.0,1.63,8.31,20.77,73.6,77.6,Non-preferred,W142,0.0,1.0,0,0
100196,2024-10,Internal Medicine,South,T-S44,Private Clinic,6,15.0,1,6.0,11,3,1,0,27.0,118.0,9.99,9.62,30.94,25.1,53.8,Non-preferred,W206,0.0,1.0,0,0
101568,2025-04,Primary Care,South,T-S53,Hospital,3,13.0,4,4.0,6,0,6,0,40.4,86.0,5.36,5.69,20.83,52.5,59.8,Restricted,W30,0.0,1.0,0,0
100136,2024-11,Endocrinology,South,T-S63,Hospital,5,21.0,13,2.0,9,3,11,0,48.9,107.0,7.1,8.31,24.21,57.5,47.6,Non-preferred,W166,0.0,1.0,0,1
100398,2024-10,Internal Medicine,Central,T-C56,Private Clinic,3,24.0,5,3.0,10,0,3,0,45.3,86.0,6.31,5.69,21.99,46.2,54.5,Non-preferred,W37,0.0,0.0,0,0
100276,2024-03,Cardiology,West,T-W71,Hospital,10,18.0,8,2.0,7,3,5,0,68.9,161.0,18.29,14.87,60.63,56.6,67.5,Non-preferred,W138,0.0,0.0,0,1
101334,2024-02,Cardiology,East,T-E33,Group Practice,8,3.0,6,3.0,14,8,7,1,32.5,139.0,13.38,12.25,41.04,37.5,35.2,Non-preferred,W190,1.0,0.0,0,1
101289,2024-03,Internal Medicine,Central,T-C78,Private Clinic,1,23.0,1,6.0,14,5,0,0,54.7,64.0,2.8,3.06,13.5,88.9,71.5,Preferred,W204,1.0,0.0,0,1
100758,2024-06,Internal Medicine,North,T-N18,Hospital,10,10.0,7,3.0,5,1,4,0,50.1,161.0,11.31,14.87,36.76,14.1,74.2,Preferred,W47,1.0,0.0,1,1
101442,2025-11,Primary Care,West,T-W46,Hospital,5,19.0,5,3.0,9,4,3,0,44.1,107.0,10.05,8.31,19.75,18.3,34.5,Non-preferred,W18,0.0,0.0,0,0
100938,2024-06,Endocrinology,Central,T-C61,Academic,4,19.0,1,6.0,5,2,0,1,31.4,97.0,9.52,7.0,24.03,45.0,49.7,Restricted,W59,0.0,0.0,0,0
101116,2024-02,Internal Medicine,East,T-E12,Private Clinic,6,17.0,4,4.0,4,0,5,0,37.6,118.0,11.9,9.62,28.09,75.7,65.2,Restricted,W182,0.0,0.0,0,0
100442,2025-06,Nephrology,North,T-N59,Hospital,1,27.0,0,8.0,5,3,0,0,65.3,64.0,2.58,3.06,10.59,46.8,69.2,Preferred,W166,0.0,0.0,0,0
101088,2024-01,Endocrinology,North,T-N24,Group Practice,7,26.0,9,2.0,6,3,4,0,53.7,129.0,5.47,10.94,43.09,63.4,59.5,Preferred,W37,0.0,0.0,0,1
101991,2024-11,Endocrinology,North,T-N60,Private Clinic,5,15.0,6,3.0,5,1,13,0,47.2,107.0,6.5,8.31,22.95,38.7,69.1,Restricted,W73,0.0,0.0,0,0
101277,2024-04,Cardiology,West,T-W79,Private Clinic,8,3.0,7,3.0,7,4,10,1,71.1,139.0,15.24,12.25,34.98,22.2,33.6,Preferred,W84,0.0,1.0,0,1
101230,2024-09,Cardiology,East,T-E67,Hospital,4,8.0,4,4.0,17,4,1,0,36.4,97.0,6.99,7.0,23.69,48.6,52.6,Non-preferred,W113,0.0,0.0,0,0
101014,2024-03,Internal Medicine,East,T-E34,Private Clinic,4,11.0,2,5.0,4,2,0,0,48.4,97.0,8.48,7.0,24.35,71.9,72.8,Non-preferred,W105,0.0,0.0,0,1
101730,2024-03,Endocrinology,South,T-S74,Academic,4,19.0,3,4.0,7,1,1,0,24.6,97.0,3.91,7.0,26.05,26.6,62.3,Preferred,W211,1.0,0.0,0,1
100084,2024-12,Internal Medicine,South,T-S28,Private Clinic,2,23.0,2,5.0,8,3,2,0,61.2,75.0,3.17,4.37,17.13,46.4,61.7,Non-preferred,W176,0.0,0.0,0,1
101854,2024-12,Cardiology,South,T-S78,Academic,9,14.0,6,3.0,9,1,3,0,59.7,150.0,19.36,13.56,50.26,67.6,54.1,Restricted,W73,0.0,0.0,0,0
101534,2024-01,Primary Care,North,T-N30,Group Practice,9,26.0,3,4.0,6,2,2,0,43.8,150.0,6.32,13.56,26.08,28.3,34.8,Restricted,W180,1.0,0.0,0,1
100798,2025-06,Endocrinology,East,T-E27,Group Practice,7,28.0,8,2.0,6,3,10,0,55.5,129.0,9.93,10.94,32.29,10.0,44.4,Not covered,W184,0.0,0.0,0,1
102082,2024-01,Endocrinology,West,T-W21,Private Clinic,6,20.0,3,4.0,7,1,2,0,53.3,118.0,8.95,9.62,20.72,62.5,30.1,Restricted,W106,0.0,0.0,0,1
100581,2024-06,Cardiology,South,T-S35,Private Clinic,8,3.0,6,3.0,2,0,7,1,42.8,139.0,14.01,12.25,41.9,40.0,69.2,Preferred,W101,0.0,1.0,0,1
101535,2025-01,Internal Medicine,South,T-S65,Hospital,6,13.0,4,4.0,11,5,1,1,69.6,118.0,15.2,9.62,39.4,82.6,56.3,Not covered,W158,0.0,0.0,0,0
101809,2025-02,Internal Medicine,East,T-E78,Group Practice,9,21.0,4,4.0,9,1,2,1,34.6,150.0,13.0,13.56,47.02,13.3,89.1,Not covered,W5,0.0,1.0,0,1
100575,2024-08,Endocrinology,South,T-S18,Group Practice,2,15.0,1,6.0,1,0,1,0,21.9,75.0,0.54,4.37,15.24,55.6,56.0,Non-preferred,W50,0.0,0.0,0,0
101225,2024-05,Cardiology,Central,T-C60,Private Clinic,3,19.0,0,8.0,5,0,0,0,32.7,86.0,4.65,5.69,24.03,45.5,45.0,Non-preferred,W197,1.0,0.0,0,0
100633,2025-05,Cardiology,West,T-W76,Group Practice,6,5.0,5,3.0,5,3,5,0,62.7,118.0,4.3,9.62,18.71,72.7,28.2,Restricted,W37,0.0,1.0,0,0
100946,2025-02,Cardiology,North,T-N45,Hospital,7,15.0,2,5.0,3,0,3,0,47.5,129.0,13.27,10.94,37.28,25.7,50.2,Restricted,W78,0.0,0.0,0,1
101452,2024-03,Cardiology,West,T-W61,Private Clinic,1,17.0,2,5.0,10,3,3,0,49.4,64.0,4.49,3.06,8.77,73.0,73.7,Preferred,W155,0.0,0.0,0,0
101226,2025-07,Cardiology,East,T-E73,Private Clinic,9,11.0,8,2.0,8,2,7,0,62.5,150.0,17.72,13.56,38.58,31.3,84.7,Non-preferred,W79,0.0,1.0,0,0
100744,2024-02,Primary Care,West,T-W36,Private Clinic,10,14.0,11,2.0,4,2,17,0,41.9,161.0,20.33,14.87,55.71,29.6,76.9,Restricted,W167,1.0,1.0,1,1
101712,2024-03,Internal Medicine,North,T-N49,Private Clinic,8,6.0,4,4.0,11,6,0,0,51.4,139.0,15.75,12.25,46.16,23.4,78.8,Non-preferred,W26,0.0,1.0,1,1
101009,2025-02,Primary Care,North,T-N46,Private Clinic,9,20.0,7,3.0,3,1,8,0,65.7,150.0,13.93,13.56,51.55,42.5,83.6,Preferred,W69,1.0,1.0,1,1
101216,2025-03,Endocrinology,West,T-W52,Group Practice,7,25.0,2,5.0,4,2,4,0,41.5,129.0,6.5,10.94,34.58,56.5,57.9,Not covered,W22,0.0,1.0,0,0
101464,2024-04,Internal Medicine,Central,T-C20,Academic,9,13.0,3,4.0,7,6,2,0,38.5,150.0,14.54,13.56,27.03,57.4,47.5,Restricted,W61,0.0,0.0,0,1
101814,2025-02,Primary Care,South,T-S51,Group Practice,3,10.0,4,4.0,9,1,2,0,42.5,86.0,8.6,5.69,17.97,53.8,42.8,Preferred,W54,0.0,1.0,0,0
100234,2025-05,Internal Medicine,South,T-S42,Private Clinic,7,5.0,7,3.0,7,2,6,0,62.6,129.0,12.61,10.94,34.03,8.0,47.9,Non-preferred,W126,0.0,0.0,0,1
100219,2025-02,Endocrinology,Central,T-C52,Private Clinic,7,26.0,1,6.0,9,3,1,0,44.7,129.0,17.86,10.94,38.78,56.5,62.9,Non-preferred,W35,0.0,0.0,0,0
102000,2024-02,Primary Care,Central,T-C56,Private Clinic,3,26.0,3,4.0,11,4,3,0,35.7,86.0,5.99,5.69,20.51,50.9,49.6,Preferred,W93,0.0,0.0,0,0
101781,2024-10,Internal Medicine,North,T-N63,Private Clinic,1,15.0,4,4.0,11,5,4,0,51.3,64.0,3.46,3.06,10.31,55.7,57.9,Preferred,W187,0.0,0.0,0,0
101232,2024-04,Internal Medicine,Central,T-C44,Group Practice,9,14.0,10,2.0,7,2,10,0,56.6,150.0,16.14,13.56,41.41,36.9,49.0,Preferred,W138,0.0,0.0,0,1
100624,2024-10,Endocrinology,West,T-W57,Private Clinic,10,15.0,8,2.0,3,0,9,1,59.7,161.0,12.69,14.87,58.25,35.7,26.9,Preferred,W89,1.0,1.0,1,1
100714,2025-04,Internal Medicine,North,T-N15,Private Clinic,8,13.0,7,3.0,8,4,3,0,36.4,139.0,14.5,12.25,21.89,43.4,52.2,Preferred,W20,0.0,0.0,0,0
101977,2024-10,Nephrology,West,T-W22,Group Practice,3,14.0,2,5.0,4,0,3,0,33.0,86.0,6.91,5.69,20.92,71.6,73.0,Preferred,W64,0.0,0.0,0,0
100407,2024-04,Internal Medicine,North,T-N67,Private Clinic,9,22.0,7,3.0,4,2,4,0,31.3,150.0,20.29,13.56,50.59,30.0,30.2,Preferred,W128,0.0,0.0,0,1
100679,2025-01,Internal Medicine,North,T-N11,Group Practice,8,26.0,2,5.0,8,2,1,0,40.6,139.0,14.67,12.25,45.04,34.7,65.8,Not covered,W107,0.0,1.0,0,0
102042,2025-07,Endocrinology,West,T-W45,Hospital,3,18.0,2,5.0,1,0,1,0,75.2,86.0,4.48,5.69,18.33,37.7,60.1,Restricted,W36,0.0,0.0,0,0
100862,2025-11,Primary Care,North,T-N39,Academic,3,9.0,5,3.0,6,2,8,0,38.9,86.0,6.06,5.69,21.46,35.2,37.0,Preferred,W54,0.0,1.0,0,0
100405,2025-09,Endocrinology,West,T-W29,Hospital,1,14.0,2,5.0,7,2,3,0,31.9,64.0,0.42,3.06,10.83,60.5,78.0,Preferred,W51,0.0,0.0,0,1
100683,2025-04,Primary Care,East,T-E52,Private Clinic,1,14.0,4,4.0,9,2,4,0,66.0,64.0,1.47,3.06,13.36,35.3,81.1,Not covered,W6,1.0,0.0,0,0
101692,2025-08,Cardiology,North,T-N76,Group Practice,10,8.0,4,4.0,8,2,5,0,37.9,161.0,16.07,14.87,37.3,36.8,69.9,Preferred,W37,0.0,1.0,0,1
