row_id,hcp_id,period,specialty,region,territory_id,institution_type,decile,years_in_practice,calls_last_90d,days_since_last_call,email_sent_last_90d,emails_opened_last_90d,samples_dropped_last_90d,speaker_program_attended_12m,digital_engagement_score,patient_volume_est,nbrx_last_month,nbrx_3m_avg,trx_3m_avg,competitor_share_pct,payer_mix_commercial_pct,formulary_status,campaign_wave_id,followup_call_logged_flag,territory_target_refresh_flag
6992,100552,2026-05,Primary Care,North,T-N47,Hospital,1,22.0,1,22.0,3,2,1,0,52.7,72.0,0.79,1.28,4.37,76.8,33.5,Preferred,W86,,0.0
6993,100309,2026-03,Internal Medicine,East,T-E73,Hospital,4,19.0,2,18.0,7,2,3,0,66.3,108.0,3.6,2.92,13.74,61.0,54.2,Preferred,W108,0.0,0.0
6994,101572,2026-03,Internal Medicine,Central,T-C39,Academic,8,3.0,6,10.0,5,2,1,0,61.2,157.0,5.33,5.11,20.09,76.0,61.0,Restricted,W63,,1.0
6995,100662,2026-03,Cardiology,South,T-S75,Hospital,9,12.0,6,10.0,6,1,5,0,58.2,169.0,3.84,5.66,25.35,36.9,34.0,Restricted,W162,,0.0
6996,101450,2026-04,Internal Medicine,East,T-E77,Private Clinic,3,18.0,1,22.0,12,4,1,0,34.2,96.0,2.54,2.37,6.88,31.8,42.9,Preferred,W45,,1.0
6997,101321,2026-01,Endocrinology,East,T-E50,Group Practice,5,4.0,3,15.0,4,2,2,0,76.3,120.0,2.99,3.47,9.01,71.2,49.6,Preferred,W175,,1.0
6998,102293,2026-06,Primary Care,East,T-E58,Group Practice,8,6.0,1,22.0,7,3,3,0,45.0,157.0,4.08,5.11,17.56,50.0,64.3,Not covered,W151,,0.0
6999,100108,2026-02,Primary Care,Central,T-C79,Hospital,9,30.0,3,15.0,5,1,4,0,59.3,169.0,6.14,5.66,18.84,61.0,63.5,Non-preferred,W188,,0.0
7000,100885,2026-04,Endocrinology,West,T-W11,Group Practice,2,18.0,2,18.0,8,2,4,0,49.3,84.0,1.42,1.83,7.29,75.5,19.6,Restricted,W165,,1.0
7001,102104,2026-05,Primary Care,South,T-S58,Hospital,8,22.0,1,22.0,7,3,1,0,58.5,157.0,5.72,5.11,4.54,75.9,25.4,Preferred,W9,,0.0
7002,100081,2026-06,Internal Medicine,Central,T-C33,Hospital,4,15.0,5,11.0,6,0,2,0,36.4,108.0,3.54,2.92,11.64,43.4,41.1,Non-preferred,W181,,0.0
7003,100351,2026-03,Primary Care,East,T-E47,Group Practice,4,20.0,4,13.0,5,1,5,0,39.5,108.0,3.39,2.92,10.24,43.8,62.5,Not covered,W178,,0.0
7004,100438,2026-05,Primary Care,West,T-W61,Private Clinic,3,9.0,0,28.0,6,2,0,1,43.7,96.0,3.22,2.37,9.81,53.3,31.8,Preferred,W136,,0.0
7005,101114,2026-01,Endocrinology,West,T-W46,Hospital,3,32.0,4,13.0,8,1,1,0,36.0,96.0,3.41,2.37,7.29,96.3,86.3,Preferred,W131,,0.0
7006,102056,2026-06,Primary Care,South,T-S48,Hospital,3,16.0,1,22.0,4,0,1,0,19.4,96.0,1.59,2.37,6.85,91.8,50.5,Non-preferred,W114,,0.0
7007,100247,2026-05,Primary Care,South,T-S30,Private Clinic,5,17.0,6,10.0,8,4,4,0,51.1,120.0,3.34,3.47,11.08,34.4,87.6,Non-preferred,W9,0.0,0.0
7008,102498,2026-01,Endocrinology,South,T-S33,Group Practice,6,13.0,3,15.0,2,0,5,1,46.9,133.0,2.86,4.02,15.43,45.3,19.0,Preferred,W26,,0.0
7009,100233,2026-04,Endocrinology,South,T-S40,Hospital,9,2.0,2,18.0,6,4,6,1,81.8,169.0,4.77,5.66,19.17,88.7,74.7,Non-preferred,W204,,1.0
7010,100695,2026-03,Primary Care,Central,T-C76,Academic,8,28.0,3,15.0,3,2,3,0,44.9,157.0,5.27,5.11,16.77,44.6,40.0,Preferred,W156,,0.0
7011,100437,2026-01,Internal Medicine,West,T-W23,Hospital,5,18.0,5,11.0,5,1,4,0,34.5,120.0,4.68,3.47,8.43,46.6,68.3,Preferred,W75,,1.0
7012,102452,2026-01,Nephrology,North,T-N48,Hospital,7,24.0,1,22.0,2,1,0,0,71.8,145.0,6.21,4.57,9.64,61.1,58.9,Preferred,W63,,0.0
7013,101223,2026-01,Endocrinology,Central,T-C21,Group Practice,8,30.0,3,15.0,5,1,2,0,11.7,157.0,4.87,5.11,18.14,64.3,88.9,Preferred,W53,,0.0
7014,101873,2026-01,Primary Care,North,T-N51,Group Practice,6,5.0,3,15.0,6,1,1,0,23.4,133.0,4.97,4.02,17.08,31.5,52.7,Non-preferred,W197,,1.0
7015,100717,2026-05,Primary Care,North,T-N65,Group Practice,7,3.0,3,15.0,8,0,1,0,47.7,145.0,4.51,4.57,16.68,74.6,57.0,Preferred,W75,,1.0
7016,101487,2026-01,Internal Medicine,Central,T-C39,Hospital,8,27.0,4,13.0,4,0,3,0,26.9,157.0,6.15,5.11,14.73,25.5,57.1,Non-preferred,W147,,0.0
7017,102389,2026-05,Internal Medicine,North,T-N36,Group Practice,7,16.0,4,13.0,2,0,2,0,41.6,145.0,4.95,4.57,16.52,62.0,83.2,Preferred,W54,,1.0
7018,102425,2026-06,Primary Care,South,T-S28,Group Practice,7,10.0,4,13.0,9,1,6,0,34.1,145.0,3.86,4.57,17.12,13.1,46.7,Restricted,W38,0.0,1.0
7019,100570,2026-01,Internal Medicine,North,T-N64,Hospital,4,6.0,0,28.0,4,1,0,0,20.3,108.0,4.03,2.92,12.12,73.5,40.6,Non-preferred,W50,,0.0
7020,100802,2026-02,Cardiology,West,T-W16,Group Practice,5,25.0,1,22.0,3,0,1,0,27.6,120.0,3.26,3.47,10.84,39.0,21.8,Preferred,W203,,0.0
7021,102195,2026-04,Internal Medicine,Central,T-C43,Private Clinic,2,26.0,1,22.0,5,2,0,0,33.0,84.0,2.23,1.83,7.07,37.9,53.2,Non-preferred,W15,,0.0
7022,101028,2026-02,Internal Medicine,South,T-S66,Group Practice,6,7.0,4,13.0,9,3,4,0,73.7,133.0,4.36,4.02,13.25,28.3,31.6,Non-preferred,W69,,0.0
7023,101115,2026-03,Primary Care,West,T-W24,Hospital,3,1.0,1,22.0,8,2,0,0,33.3,96.0,1.65,2.37,9.02,59.9,61.3,Non-preferred,W211,,1.0
7024,100407,2026-06,Internal Medicine,North,T-N67,Private Clinic,9,22.0,1,22.0,6,1,0,1,23.0,169.0,7.41,5.66,19.09,52.3,60.6,Preferred,W160,,0.0
7025,100239,2026-02,Primary Care,East,T-E18,Group Practice,9,15.0,7,9.0,8,4,5,0,45.5,169.0,4.68,5.66,18.41,20.6,59.6,Restricted,W188,0.0,0.0
7026,102128,2026-03,Cardiology,North,T-N70,Hospital,4,26.0,4,13.0,6,3,1,1,68.1,108.0,0.83,2.92,9.68,80.0,44.1,Restricted,W157,,1.0
7027,102229,2026-01,Internal Medicine,North,T-N61,Hospital,7,23.0,6,10.0,7,2,9,1,45.2,145.0,5.36,4.57,12.78,47.9,68.7,Preferred,W24,,0.0
7028,100741,2026-01,Primary Care,South,T-S78,Private Clinic,9,15.0,10,7.0,3,0,8,0,38.9,169.0,3.4,5.66,18.75,5.5,57.7,Non-preferred,W44,1.0,0.0
7029,100911,2026-03,Internal Medicine,South,T-S62,Group Practice,5,25.0,3,15.0,6,2,5,0,54.1,120.0,4.28,3.47,16.41,78.4,39.8,Restricted,W162,,0.0
7030,100126,2026-05,Cardiology,Central,T-C53,Hospital,4,16.0,3,15.0,2,1,2,0,35.0,108.0,2.55,2.92,14.51,43.1,65.0,Preferred,W195,,1.0
7031,102020,2026-06,Primary Care,Central,T-C35,Hospital,3,14.0,5,11.0,2,1,4,0,40.2,96.0,2.34,2.37,10.04,59.4,60.1,Non-preferred,W102,,0.0
7032,102481,2026-02,Endocrinology,South,T-S75,Hospital,6,8.0,2,18.0,9,3,4,0,52.0,133.0,2.24,4.02,11.1,72.9,77.9,Preferred,W5,,0.0
7033,100848,2026-01,Internal Medicine,East,T-E57,Group Practice,7,1.0,2,18.0,6,2,3,0,59.3,145.0,3.94,4.57,12.1,53.2,52.5,Non-preferred,W69,,1.0
7034,100125,2026-03,Primary Care,East,T-E75,Academic,3,22.0,1,22.0,9,2,2,1,8.7,96.0,2.06,2.37,8.88,52.6,52.1,Preferred,W198,,0.0
7035,101323,2026-06,Internal Medicine,North,T-N72,Private Clinic,7,16.0,3,15.0,5,2,6,0,58.2,145.0,5.85,4.57,15.56,69.4,39.7,Preferred,W198,,1.0
7036,101747,2026-02,Internal Medicine,Central,T-C34,Private Clinic,3,3.0,3,15.0,4,0,6,0,49.0,96.0,2.9,2.37,9.09,63.1,49.1,Non-preferred,W23,,0.0
7037,101430,2026-03,Internal Medicine,North,T-N64,Academic,6,28.0,5,11.0,11,3,9,1,34.9,133.0,3.81,4.02,15.46,30.8,68.0,Preferred,W103,,0.0
7038,102261,2026-05,Internal Medicine,North,T-N78,Hospital,7,21.0,3,15.0,3,1,6,0,29.9,145.0,2.5,4.57,13.84,56.3,69.8,Restricted,W167,,0.0
7039,102396,2026-06,Endocrinology,North,T-N60,Private Clinic,4,19.0,0,28.0,5,0,0,0,17.0,108.0,3.41,2.92,7.85,51.8,55.2,Non-preferred,W99,,0.0
7040,101317,2026-03,Primary Care,West,T-W10,Hospital,9,19.0,5,11.0,2,0,4,1,27.2,169.0,3.02,5.66,20.29,17.8,58.3,Preferred,W15,,0.0
7041,100733,2026-05,Cardiology,North,T-N25,Group Practice,6,10.0,3,15.0,3,2,4,0,48.0,133.0,2.29,4.02,14.77,33.8,65.0,Non-preferred,W140,,1.0
7042,101884,2026-04,Endocrinology,North,T-N52,Group Practice,2,27.0,2,18.0,10,2,0,0,48.6,84.0,1.41,1.83,4.24,52.1,59.3,Preferred,W204,,0.0
7043,100319,2026-02,Primary Care,North,T-N52,Private Clinic,3,8.0,0,28.0,6,1,0,0,51.0,96.0,1.33,2.37,8.41,50.1,51.1,Restricted,W26,,0.0
7044,100911,2026-02,Internal Medicine,South,T-S62,Group Practice,5,25.0,4,13.0,3,0,3,1,37.5,120.0,3.6,3.47,6.95,36.2,72.0,Not covered,W100,,0.0
7045,101413,2026-03,Nephrology,East,T-E26,Group Practice,7,23.0,1,22.0,9,1,2,0,43.7,145.0,6.98,4.57,14.39,35.4,51.0,Non-preferred,W70,,0.0
7046,100990,2026-03,Primary Care,South,T-S41,Group Practice,10,13.0,7,9.0,7,3,6,1,60.2,181.0,3.8,6.21,17.8,54.2,38.4,Restricted,W36,0.0,0.0
7047,101967,2026-03,Cardiology,South,T-S58,Group Practice,2,1.0,3,15.0,9,3,2,0,46.1,84.0,2.2,1.83,7.72,44.7,50.9,Restricted,W163,,0.0
7048,100021,2026-01,Endocrinology,West,T-W79,Group Practice,2,24.0,4,13.0,13,7,6,0,75.5,84.0,1.52,1.83,7.57,46.3,26.2,Preferred,W156,,1.0
7049,101944,2026-01,Internal Medicine,Central,T-C73,Hospital,9,15.0,4,13.0,3,1,4,0,27.8,169.0,4.83,5.66,23.01,32.2,64.1,Non-preferred,W93,,0.0
7050,101218,2026-01,Primary Care,Central,T-C28,Academic,5,21.0,3,15.0,4,1,2,0,19.3,120.0,1.11,3.47,8.31,61.1,60.3,Preferred,W114,,0.0
7051,102152,2026-03,Primary Care,North,T-N37,Hospital,9,18.0,13,6.0,13,5,11,1,60.0,169.0,5.72,5.66,25.55,26.5,68.7,Non-preferred,W60,,0.0
7052,101573,2026-03,Primary Care,West,T-W29,Private Clinic,9,8.0,3,15.0,7,4,2,1,56.1,169.0,4.76,5.66,20.69,47.1,68.7,Non-preferred,W145,,0.0
7053,101338,2026-05,Cardiology,West,T-W27,Private Clinic,7,20.0,2,18.0,2,1,4,0,51.7,145.0,3.73,4.57,12.66,38.7,63.0,Non-preferred,W85,,0.0
7054,100455,2026-03,Internal Medicine,South,T-S79,Group Practice,2,17.0,1,22.0,8,3,1,0,32.9,84.0,2.06,1.83,8.95,56.7,20.9,Preferred,W3,,0.0
7055,102055,2026-01,Primary Care,East,T-E11,Group Practice,2,9.0,0,28.0,10,5,0,0,49.5,84.0,2.15,1.83,8.66,35.8,83.2,Restricted,W65,,1.0
7056,102296,2026-03,Internal Medicine,West,T-W21,Private Clinic,4,10.0,5,11.0,5,3,6,0,70.3,108.0,1.29,2.92,13.06,52.8,55.3,Restricted,W155,,0.0
7057,100545,2026-03,Primary Care,Central,T-C18,Group Practice,2,27.0,3,15.0,5,1,1,0,57.0,84.0,1.97,1.83,7.54,66.3,34.2,Preferred,W156,,0.0
7058,101224,2026-03,Primary Care,East,T-E22,Hospital,6,23.0,1,22.0,6,3,2,0,64.5,133.0,6.31,4.02,13.15,55.8,63.0,Non-preferred,W64,,0.0
7059,100400,2026-05,Internal Medicine,North,T-N28,Academic,3,20.0,5,11.0,13,5,4,0,56.5,96.0,3.28,2.37,6.67,76.4,32.9,Restricted,W80,,0.0
7060,101805,2026-01,Internal Medicine,West,T-W27,Private Clinic,9,16.0,5,11.0,4,1,1,0,46.0,169.0,6.84,5.66,19.07,60.4,56.3,Restricted,W203,,0.0
7061,102183,2026-02,Primary Care,West,T-W19,Private Clinic,9,24.0,3,15.0,6,1,2,1,41.5,169.0,6.48,5.66,22.42,74.3,69.9,Preferred,W178,0.0,0.0
7062,101512,2026-03,Internal Medicine,West,T-W23,Academic,9,21.0,3,15.0,7,0,0,0,39.6,169.0,4.86,5.66,16.84,53.6,75.1,Non-preferred,W37,,1.0
7063,102213,2026-01,Nephrology,Central,T-C21,Hospital,9,19.0,3,15.0,9,4,0,0,17.8,169.0,6.68,5.66,16.58,62.3,79.1,Restricted,W27,,1.0
7064,102343,2026-02,Primary Care,South,T-S63,Hospital,2,17.0,2,18.0,9,1,3,0,62.4,84.0,0.63,1.83,4.72,64.9,64.2,Preferred,W74,,1.0
7065,101610,2026-04,Internal Medicine,North,T-N16,Group Practice,9,12.0,5,11.0,6,3,3,0,73.4,169.0,4.08,5.66,20.08,48.3,67.6,Non-preferred,W93,,1.0
7066,102311,2026-04,Cardiology,West,T-W20,Private Clinic,1,10.0,1,22.0,9,3,1,0,46.3,72.0,0.68,1.28,3.62,67.2,20.2,Preferred,W93,,0.0
7067,100741,2026-02,Primary Care,South,T-S78,Private Clinic,9,15.0,8,9.0,5,1,7,0,49.7,169.0,7.01,5.66,26.8,21.6,47.6,Preferred,W25,,0.0
7068,101663,2026-03,Primary Care,West,T-W77,Private Clinic,9,20.0,2,18.0,3,0,3,0,9.9,169.0,7.29,5.66,21.26,37.1,83.0,Preferred,W25,,0.0
7069,100039,2026-04,Internal Medicine,North,T-N54,Academic,8,10.0,3,15.0,8,4,5,0,55.6,157.0,4.24,5.11,20.45,64.5,73.1,Non-preferred,W134,,0.0
7070,102431,2026-04,Cardiology,North,T-N43,Academic,5,17.0,2,18.0,7,0,1,1,38.9,120.0,3.62,3.47,11.23,38.7,62.1,Restricted,W84,,0.0
7071,101090,2026-03,Internal Medicine,Central,T-C20,Hospital,1,20.0,0,28.0,6,1,0,0,39.4,72.0,2.21,1.28,4.11,72.4,45.6,Non-preferred,W5,,0.0
7072,100033,2026-06,Primary Care,South,T-S35,Hospital,8,20.0,2,18.0,4,0,0,0,10.7,157.0,6.23,5.11,21.55,42.5,70.7,Non-preferred,W163,,0.0
7073,100404,2026-04,Internal Medicine,South,T-S44,Hospital,2,17.0,1,22.0,8,1,3,0,46.9,84.0,0.8,1.83,7.57,74.9,55.5,Not covered,W46,,0.0
7074,100522,2026-04,Internal Medicine,North,T-N37,Hospital,3,19.0,1,22.0,6,2,0,0,43.4,96.0,1.75,2.37,8.89,38.4,70.6,Restricted,W8,,0.0
7075,101366,2026-06,Cardiology,North,T-N12,Group Practice,3,15.0,1,22.0,9,4,1,0,42.8,96.0,0.61,2.37,6.16,47.1,33.5,Non-preferred,W169,,0.0
7076,100327,2026-03,Primary Care,West,T-W75,Private Clinic,6,13.0,2,18.0,8,3,2,0,46.7,133.0,3.37,4.02,11.74,77.7,44.4,Non-preferred,W204,,0.0
7077,102268,2026-06,Endocrinology,West,T-W76,Hospital,10,18.0,3,15.0,5,2,8,0,61.0,181.0,4.65,6.21,17.84,46.1,76.7,Non-preferred,W107,,0.0
7078,100189,2026-05,Primary Care,West,T-W73,Hospital,8,24.0,4,13.0,6,2,7,1,50.6,157.0,5.91,5.11,15.24,13.8,38.7,Preferred,W18,,0.0
7079,101755,2026-06,Primary Care,North,T-N36,Private Clinic,4,9.0,0,28.0,3,1,0,0,28.4,108.0,1.09,2.92,12.2,40.4,43.9,Preferred,W86,,0.0
7080,100995,2026-06,Primary Care,East,T-E22,Private Clinic,8,14.0,1,22.0,5,1,1,0,47.6,157.0,6.47,5.11,20.07,35.8,51.3,Non-preferred,W170,,1.0
7081,102207,2026-06,Internal Medicine,North,T-N40,Private Clinic,9,7.0,2,18.0,5,0,1,0,42.2,169.0,8.31,5.66,14.57,47.1,56.7,Non-preferred,W24,0.0,0.0
7082,102169,2026-03,Nephrology,East,T-E31,Private Clinic,5,15.0,3,15.0,7,4,3,0,58.2,120.0,4.03,3.47,10.31,26.4,82.6,Preferred,W80,,1.0
7083,102376,2026-04,Internal Medicine,South,T-S56,Private Clinic,6,15.0,1,22.0,3,1,1,1,26.8,133.0,3.7,4.02,15.3,60.6,62.3,Restricted,W209,,1.0
7084,102151,2026-06,Internal Medicine,Central,T-C14,Hospital,2,6.0,2,18.0,8,1,2,0,43.1,84.0,2.81,1.83,6.64,50.5,34.2,Restricted,W82,,0.0
7085,101228,2026-04,Nephrology,East,T-E10,Private Clinic,10,14.0,8,9.0,7,0,7,1,37.3,181.0,5.14,6.21,27.86,13.0,87.6,Preferred,W6,,0.0
7086,101852,2026-05,Primary Care,East,T-E62,Hospital,5,13.0,3,15.0,5,2,3,1,68.6,120.0,6.52,3.47,11.76,35.7,51.0,Preferred,W198,,0.0
7087,101437,2026-04,Internal Medicine,South,T-S56,Hospital,10,24.0,6,10.0,2,0,5,0,42.1,181.0,2.83,6.21,22.2,63.1,57.7,Non-preferred,W186,,0.0
7088,101252,2026-01,Internal Medicine,Central,T-C33,Group Practice,6,17.0,4,13.0,5,2,2,0,37.6,133.0,3.43,4.02,11.97,34.5,59.5,Preferred,W95,,0.0
7089,100664,2026-05,Primary Care,North,T-N30,Private Clinic,9,16.0,3,15.0,5,1,4,0,63.2,169.0,5.67,5.66,21.92,66.1,81.3,Non-preferred,W90,,0.0
7090,101637,2026-02,Cardiology,Central,T-C13,Academic,4,14.0,2,18.0,8,0,2,0,59.3,108.0,1.7,2.92,9.42,36.3,28.6,Restricted,W198,0.0,1.0
7091,100742,2026-03,Primary Care,North,T-N69,Hospital,1,27.0,0,28.0,2,1,0,0,18.3,72.0,1.0,1.28,5.13,61.4,58.5,Preferred,W118,,0.0
7092,102160,2026-01,Internal Medicine,West,T-W76,Private Clinic,4,7.0,6,10.0,6,2,8,0,50.3,108.0,2.69,2.92,9.43,76.3,36.8,Non-preferred,W152,0.0,0.0
7093,101920,2026-06,Primary Care,South,T-S31,Group Practice,1,20.0,4,13.0,5,2,4,0,54.3,72.0,1.66,1.28,4.14,37.8,52.9,Non-preferred,W43,,0.0
7094,100176,2026-04,Internal Medicine,North,T-N50,Private Clinic,4,10.0,3,15.0,9,5,3,0,62.9,108.0,2.14,2.92,11.91,56.7,72.1,Restricted,W38,,0.0
7095,100371,2026-04,Internal Medicine,South,T-S24,Private Clinic,3,11.0,3,15.0,8,3,7,0,48.1,96.0,2.78,2.37,9.71,72.7,49.2,Preferred,W164,,0.0
7096,100208,2026-05,Cardiology,South,T-S23,Hospital,2,35.0,0,28.0,4,0,0,0,30.2,84.0,2.02,1.83,5.76,24.1,37.8,Non-preferred,W106,,0.0
7097,100743,2026-04,Internal Medicine,South,T-S10,Private Clinic,4,22.0,3,15.0,9,2,2,0,49.3,108.0,3.44,2.92,9.05,32.9,46.4,Restricted,W107,0.0,1.0
7098,100777,2026-05,Primary Care,Central,T-C11,Private Clinic,10,13.0,4,13.0,4,0,4,1,36.8,181.0,7.49,6.21,15.52,15.5,76.1,Restricted,W83,0.0,0.0
7099,100702,2026-01,Primary Care,West,T-W74,Private Clinic,10,14.0,2,18.0,7,2,2,0,39.3,181.0,7.49,6.21,17.0,31.2,70.1,Preferred,W92,,0.0
7100,102461,2026-04,Endocrinology,North,T-N36,Group Practice,6,15.0,7,9.0,7,3,8,0,69.3,133.0,4.97,4.02,10.83,66.2,73.4,Non-preferred,W215,,0.0
7101,101549,2026-02,Primary Care,West,T-W51,Private Clinic,8,39.0,1,22.0,6,0,1,1,20.3,157.0,4.98,5.11,16.59,54.1,60.0,Preferred,W210,,0.0
7102,101278,2026-06,Internal Medicine,South,T-S65,Academic,3,23.0,2,18.0,5,1,2,0,49.1,96.0,2.67,2.37,7.61,73.6,65.2,Preferred,W38,,0.0
7103,101836,2026-04,Internal Medicine,North,T-N71,Private Clinic,1,26.0,1,22.0,5,2,0,0,34.9,72.0,1.84,1.28,6.94,56.0,61.0,Restricted,W143,,0.0
7104,100420,2026-05,Primary Care,East,T-E68,Group Practice,7,9.0,3,15.0,7,2,6,0,47.2,145.0,3.59,4.57,13.08,67.1,49.6,Preferred,W200,,0.0
7105,100250,2026-06,Internal Medicine,North,T-N73,Private Clinic,7,11.0,3,15.0,9,1,3,0,43.7,145.0,3.62,4.57,16.65,78.4,66.9,Restricted,W66,,0.0
7106,101115,2026-02,Primary Care,West,T-W24,Hospital,3,1.0,2,18.0,2,0,2,0,49.8,96.0,0.57,2.37,8.84,58.6,51.7,Preferred,W152,,1.0
7107,101924,2026-04,Nephrology,West,T-W47,Group Practice,4,20.0,4,13.0,7,2,7,1,57.1,108.0,2.74,2.92,11.75,63.3,84.9,Preferred,W117,,0.0
7108,100870,2026-04,Cardiology,East,T-E20,Group Practice,9,4.0,1,22.0,8,1,2,1,37.5,169.0,7.29,5.66,24.28,79.1,45.2,Non-preferred,W15,,0.0
7109,102270,2026-06,Primary Care,West,T-W41,Private Clinic,8,10.0,3,15.0,7,2,0,0,49.9,157.0,6.3,5.11,19.22,28.2,72.4,Non-preferred,W215,,0.0
7110,100496,2026-06,Cardiology,North,T-N70,Private Clinic,10,5.0,6,10.0,6,0,4,0,45.4,181.0,7.69,6.21,19.15,74.7,48.0,Non-preferred,W141,,0.0
7111,101235,2026-04,Primary Care,North,T-N10,Hospital,4,19.0,5,11.0,10,1,6,0,46.3,108.0,4.16,2.92,10.97,46.0,34.2,Restricted,W129,,0.0
7112,101898,2026-01,Cardiology,East,T-E19,Hospital,6,8.0,3,15.0,8,6,5,0,48.1,133.0,5.7,4.02,17.6,54.9,42.7,Restricted,W98,,0.0
7113,101688,2026-03,Cardiology,East,T-E24,Academic,3,15.0,1,22.0,8,2,1,0,35.7,96.0,2.75,2.37,7.71,77.5,71.0,Restricted,W33,,1.0
7114,102497,2026-06,Endocrinology,Central,T-C35,Hospital,8,30.0,1,22.0,6,3,0,0,31.0,157.0,4.94,5.11,22.33,42.0,32.2,Preferred,W48,,0.0
7115,101868,2026-03,Primary Care,North,T-N25,Private Clinic,3,6.0,1,22.0,2,0,2,0,32.5,96.0,3.87,2.37,6.47,64.4,60.0,Non-preferred,W173,,1.0
7116,100937,2026-01,Internal Medicine,East,T-E18,Group Practice,7,20.0,2,18.0,5,2,2,0,39.8,145.0,4.7,4.57,21.49,32.5,39.0,Preferred,W32,,0.0
7117,100826,2026-06,Endocrinology,West,T-W21,Group Practice,9,5.0,5,11.0,6,1,10,0,38.5,169.0,4.87,5.66,17.21,6.6,77.4,Non-preferred,W199,,0.0
7118,102491,2026-02,Internal Medicine,West,T-W45,Private Clinic,6,21.0,3,15.0,3,1,1,0,59.3,133.0,6.64,4.02,15.89,72.0,40.4,Non-preferred,W110,0.0,0.0
7119,102174,2026-01,Cardiology,Central,T-C44,Group Practice,8,14.0,6,10.0,15,4,4,0,66.7,157.0,2.64,5.11,16.93,34.9,50.6,Restricted,W71,,0.0
7120,100445,2026-06,Nephrology,West,T-W29,Group Practice,1,31.0,0,28.0,10,1,0,0,15.3,72.0,1.36,1.28,4.13,59.0,56.3,Not covered,W132,,0.0
7121,101548,2026-06,Primary Care,South,T-S74,Private Clinic,2,11.0,3,15.0,3,3,2,0,51.4,84.0,1.64,1.83,6.3,73.5,33.6,Non-preferred,W33,,0.0
7122,102034,2026-01,Endocrinology,North,T-N78,Hospital,4,1.0,5,11.0,5,2,2,0,65.2,108.0,1.71,2.92,11.64,34.4,35.9,Preferred,W142,0.0,0.0
7123,101612,2026-01,Primary Care,South,T-S76,Hospital,7,23.0,4,13.0,4,2,9,0,35.4,145.0,4.78,4.57,14.08,29.4,62.5,Not covered,W38,0.0,0.0
7124,101222,2026-06,Primary Care,East,T-E71,Academic,10,18.0,7,9.0,7,3,5,0,38.4,181.0,8.46,6.21,18.34,51.1,42.8,Preferred,W34,,0.0
7125,101745,2026-02,Endocrinology,North,T-N27,Group Practice,1,10.0,3,15.0,9,7,1,0,63.7,72.0,1.17,1.28,4.85,42.1,68.4,Preferred,W90,,0.0
7126,100246,2026-01,Cardiology,South,T-S33,Group Practice,1,19.0,0,28.0,10,2,0,0,41.6,72.0,1.62,1.28,3.72,42.9,68.3,Preferred,W42,,1.0
7127,100793,2026-06,Primary Care,East,T-E33,Private Clinic,2,12.0,0,28.0,7,2,0,0,53.5,84.0,1.51,1.83,5.24,52.4,67.3,Preferred,W189,,0.0
7128,100995,2026-05,Primary Care,East,T-E22,Private Clinic,8,14.0,4,13.0,5,0,4,0,38.1,157.0,7.41,5.11,17.53,15.7,73.8,Preferred,W4,0.0,0.0
7129,102496,2026-03,Cardiology,East,T-E63,Group Practice,10,20.0,4,13.0,4,0,2,1,58.6,181.0,9.02,6.21,21.25,57.2,53.6,Preferred,W56,,0.0
7130,101589,2026-06,Internal Medicine,South,T-S70,Group Practice,7,1.0,5,11.0,7,2,3,0,75.1,145.0,4.92,4.57,13.59,25.6,16.9,Preferred,W62,,0.0
7131,100961,2026-01,Primary Care,Central,T-C53,Group Practice,5,27.0,0,28.0,5,2,0,0,50.4,120.0,5.31,3.47,11.01,46.4,42.5,Preferred,W26,0.0,0.0
7132,101923,2026-03,Internal Medicine,Central,T-C25,Group Practice,4,9.0,6,10.0,3,1,7,0,65.8,108.0,2.54,2.92,9.41,80.8,44.7,Non-preferred,W35,,1.0
7133,102090,2026-06,Cardiology,West,T-W10,Hospital,10,18.0,10,7.0,6,2,8,1,74.6,181.0,5.36,6.21,19.2,54.3,71.2,Preferred,W154,,1.0
7134,101794,2026-05,Primary Care,North,T-N23,Academic,3,15.0,1,22.0,7,1,1,0,33.0,96.0,2.84,2.37,6.74,86.3,50.9,Preferred,W141,1.0,1.0
7135,101074,2026-06,Cardiology,West,T-W67,Private Clinic,4,18.0,1,22.0,5,1,2,0,43.4,108.0,3.37,2.92,8.71,52.4,38.9,Preferred,W7,,1.0
7136,101970,2026-02,Primary Care,North,T-N79,Hospital,3,16.0,3,15.0,7,3,4,0,72.9,96.0,1.56,2.37,8.04,42.5,52.6,Preferred,W34,,0.0
7137,101145,2026-02,Internal Medicine,Central,T-C62,Academic,9,1.0,12,6.0,3,0,11,0,66.1,169.0,3.9,5.66,19.0,17.2,47.7,Preferred,W141,,1.0
7138,101548,2026-03,Primary Care,South,T-S74,Private Clinic,2,11.0,1,22.0,11,1,0,0,44.7,84.0,0.96,1.83,8.47,76.3,61.6,Preferred,W183,,1.0
7139,101481,2026-02,Endocrinology,South,T-S73,Group Practice,3,22.0,2,18.0,10,3,3,0,53.4,96.0,3.17,2.37,8.73,69.8,33.0,Restricted,W8,,1.0
