cohort,decile,specialty,formulary_status,scoring_rows,scoring_hcps,historical_rows,historical_hcps,historical_strict_positives,profile_seen,reference
new_hcp,4,Nephrology,Non-preferred,1,1,164,19,3,True,final_fit_through_2025-11
new_hcp,4,Nephrology,Not covered,1,1,62,19,0,True,final_fit_through_2025-11
new_hcp,4,Nephrology,Preferred,3,1,90,19,8,True,final_fit_through_2025-11
new_hcp,4,Nephrology,Restricted,1,1,110,19,3,True,final_fit_through_2025-11
new_hcp,4,Primary Care,Non-preferred,22,9,383,44,10,True,final_fit_through_2025-11
new_hcp,4,Primary Care,Not covered,3,3,142,44,1,True,final_fit_through_2025-11
new_hcp,4,Primary Care,Preferred,19,9,238,44,8,True,final_fit_through_2025-11
new_hcp,4,Primary Care,Restricted,10,6,217,44,5,True,final_fit_through_2025-11
new_hcp,5,Cardiology,Non-preferred,29,15,275,31,15,True,final_fit_through_2025-11
new_hcp,5,Cardiology,Not covered,3,3,78,28,2,True,final_fit_through_2025-11
new_hcp,5,Cardiology,Preferred,42,16,190,31,23,True,final_fit_through_2025-11
new_hcp,5,Cardiology,Restricted,19,11,144,30,7,True,final_fit_through_2025-11
new_hcp,5,Endocrinology,Non-preferred,5,2,294,39,16,True,final_fit_through_2025-11
new_hcp,5,Endocrinology,Not covered,1,1,117,37,2,True,final_fit_through_2025-11
new_hcp,5,Endocrinology,Preferred,6,3,249,39,27,True,final_fit_through_2025-11
new_hcp,5,Endocrinology,Restricted,6,2,211,39,10,True,final_fit_through_2025-11
new_hcp,5,Internal Medicine,Non-preferred,23,12,479,58,29,True,final_fit_through_2025-11
new_hcp,5,Internal Medicine,Not covered,11,8,173,54,5,True,final_fit_through_2025-11
new_hcp,5,Internal Medicine,Preferred,24,12,324,58,29,True,final_fit_through_2025-11
new_hcp,5,Internal Medicine,Restricted,13,8,308,58,9,True,final_fit_through_2025-11
new_hcp,5,Nephrology,Non-preferred,3,2,152,19,6,True,final_fit_through_2025-11
new_hcp,5,Nephrology,Preferred,5,2,118,19,10,True,final_fit_through_2025-11
new_hcp,5,Nephrology,Restricted,2,2,95,19,4,True,final_fit_through_2025-11
new_hcp,5,Primary Care,Non-preferred,15,7,511,62,17,True,final_fit_through_2025-11
new_hcp,5,Primary Care,Not covered,3,3,171,59,2,True,final_fit_through_2025-11
new_hcp,5,Primary Care,Preferred,21,9,357,62,20,True,final_fit_through_2025-11
new_hcp,5,Primary Care,Restricted,13,7,339,62,2,True,final_fit_through_2025-11
new_hcp,6,Cardiology,Non-preferred,11,4,287,38,16,True,final_fit_through_2025-11
new_hcp,6,Cardiology,Not covered,2,2,120,38,6,True,final_fit_through_2025-11
new_hcp,6,Cardiology,Preferred,11,4,243,38,30,True,final_fit_through_2025-11
new_hcp,6,Endocrinology,Non-preferred,17,8,346,43,28,True,final_fit_through_2025-11
new_hcp,6,Endocrinology,Not covered,4,4,123,42,1,True,final_fit_through_2025-11
new_hcp,6,Endocrinology,Preferred,25,9,238,43,34,True,final_fit_through_2025-11
new_hcp,6,Endocrinology,Restricted,8,6,251,43,16,True,final_fit_through_2025-11
new_hcp,6,Internal Medicine,Non-preferred,22,11,531,67,29,True,final_fit_through_2025-11
new_hcp,6,Internal Medicine,Not covered,8,7,183,63,1,True,final_fit_through_2025-11
new_hcp,6,Internal Medicine,Preferred,35,14,409,67,42,True,final_fit_through_2025-11
new_hcp,6,Internal Medicine,Restricted,16,10,363,67,4,True,final_fit_through_2025-11
new_hcp,6,Nephrology,Non-preferred,10,5,146,18,7,True,final_fit_through_2025-11
new_hcp,6,Nephrology,Not covered,2,2,46,16,0,True,final_fit_through_2025-11
new_hcp,6,Nephrology,Preferred,22,7,109,18,14,True,final_fit_through_2025-11
new_hcp,6,Nephrology,Restricted,5,4,92,18,3,True,final_fit_through_2025-11
new_hcp,6,Primary Care,Non-preferred,22,10,353,43,14,True,final_fit_through_2025-11
new_hcp,6,Primary Care,Not covered,6,6,133,41,5,True,final_fit_through_2025-11
new_hcp,6,Primary Care,Preferred,24,11,248,43,24,True,final_fit_through_2025-11
new_hcp,6,Primary Care,Restricted,10,6,223,43,7,True,final_fit_through_2025-11
new_hcp,7,Cardiology,Non-preferred,10,6,313,42,30,True,final_fit_through_2025-11
new_hcp,7,Cardiology,Not covered,1,1,139,42,6,True,final_fit_through_2025-11
new_hcp,7,Cardiology,Preferred,16,6,246,42,47,True,final_fit_through_2025-11
new_hcp,7,Cardiology,Restricted,9,6,233,42,17,True,final_fit_through_2025-11
new_hcp,7,Endocrinology,Non-preferred,10,5,365,45,36,True,final_fit_through_2025-11
new_hcp,7,Endocrinology,Not covered,2,2,124,43,3,True,final_fit_through_2025-11
new_hcp,7,Endocrinology,Preferred,23,7,261,45,56,True,final_fit_through_2025-11
new_hcp,7,Endocrinology,Restricted,6,6,238,45,11,True,final_fit_through_2025-11
new_hcp,7,Internal Medicine,Non-preferred,33,17,550,67,43,True,final_fit_through_2025-11
new_hcp,7,Internal Medicine,Not covered,6,5,193,64,5,True,final_fit_through_2025-11
new_hcp,7,Internal Medicine,Preferred,63,22,392,67,49,True,final_fit_through_2025-11
new_hcp,7,Internal Medicine,Restricted,31,17,359,67,11,True,final_fit_through_2025-11
new_hcp,7,Nephrology,Non-preferred,8,3,179,20,16,True,final_fit_through_2025-11
new_hcp,7,Nephrology,Not covered,4,3,53,19,1,True,final_fit_through_2025-11
new_hcp,7,Nephrology,Preferred,11,5,111,20,19,True,final_fit_through_2025-11
new_hcp,7,Nephrology,Restricted,6,4,106,20,6,True,final_fit_through_2025-11
new_hcp,7,Primary Care,Non-preferred,14,8,360,48,24,True,final_fit_through_2025-11
new_hcp,7,Primary Care,Not covered,3,2,143,46,7,True,final_fit_through_2025-11
new_hcp,7,Primary Care,Preferred,17,9,284,48,34,True,final_fit_through_2025-11
new_hcp,7,Primary Care,Restricted,15,8,281,48,13,True,final_fit_through_2025-11
new_hcp,8,Cardiology,Non-preferred,6,4,190,25,16,True,final_fit_through_2025-11
new_hcp,8,Cardiology,Not covered,2,2,68,23,3,True,final_fit_through_2025-11
new_hcp,8,Cardiology,Preferred,7,4,149,25,32,True,final_fit_through_2025-11
new_hcp,8,Cardiology,Restricted,8,4,139,25,14,True,final_fit_through_2025-11
new_hcp,8,Endocrinology,Non-preferred,14,8,231,29,32,True,final_fit_through_2025-11
new_hcp,8,Endocrinology,Not covered,1,1,84,26,1,True,final_fit_through_2025-11
new_hcp,8,Endocrinology,Preferred,31,9,165,29,47,True,final_fit_through_2025-11
new_hcp,8,Endocrinology,Restricted,8,5,157,29,10,True,final_fit_through_2025-11
new_hcp,8,Internal Medicine,Non-preferred,16,9,578,68,40,True,final_fit_through_2025-11
new_hcp,8,Internal Medicine,Not covered,4,4,182,64,5,True,final_fit_through_2025-11
new_hcp,8,Internal Medicine,Preferred,20,9,365,68,64,True,final_fit_through_2025-11
new_hcp,8,Internal Medicine,Restricted,17,8,371,68,23,True,final_fit_through_2025-11
new_hcp,8,Nephrology,Non-preferred,14,6,150,18,13,True,final_fit_through_2025-11
new_hcp,8,Nephrology,Not covered,2,1,50,18,3,True,final_fit_through_2025-11
new_hcp,8,Nephrology,Preferred,11,4,107,18,20,True,final_fit_through_2025-11
new_hcp,8,Nephrology,Restricted,7,4,86,18,7,True,final_fit_through_2025-11
new_hcp,8,Primary Care,Non-preferred,22,11,453,52,36,True,final_fit_through_2025-11
new_hcp,8,Primary Care,Not covered,6,5,142,50,7,True,final_fit_through_2025-11
new_hcp,8,Primary Care,Preferred,37,13,290,52,32,True,final_fit_through_2025-11
new_hcp,8,Primary Care,Restricted,9,7,265,52,23,True,final_fit_through_2025-11
new_hcp,9,Cardiology,Non-preferred,5,3,310,37,52,True,final_fit_through_2025-11
new_hcp,9,Cardiology,Not covered,1,1,98,34,8,True,final_fit_through_2025-11
new_hcp,9,Cardiology,Preferred,15,4,224,37,56,True,final_fit_through_2025-11
new_hcp,9,Cardiology,Restricted,2,1,194,37,15,True,final_fit_through_2025-11
new_hcp,9,Endocrinology,Non-preferred,10,5,277,36,44,True,final_fit_through_2025-11
new_hcp,9,Endocrinology,Not covered,7,6,110,35,10,True,final_fit_through_2025-11
new_hcp,9,Endocrinology,Preferred,12,6,215,35,65,True,final_fit_through_2025-11
new_hcp,9,Endocrinology,Restricted,7,5,184,36,17,True,final_fit_through_2025-11
new_hcp,9,Internal Medicine,Non-preferred,15,7,501,66,63,True,final_fit_through_2025-11
new_hcp,9,Internal Medicine,Not covered,8,5,208,62,14,True,final_fit_through_2025-11
new_hcp,9,Internal Medicine,Preferred,23,8,398,66,81,True,final_fit_through_2025-11
new_hcp,9,Internal Medicine,Restricted,5,5,370,66,31,True,final_fit_through_2025-11
new_hcp,9,Nephrology,Non-preferred,9,5,129,17,16,True,final_fit_through_2025-11
new_hcp,9,Nephrology,Not covered,1,1,60,16,2,True,final_fit_through_2025-11
new_hcp,9,Nephrology,Preferred,11,5,93,17,22,True,final_fit_through_2025-11
new_hcp,9,Nephrology,Restricted,8,5,92,17,10,True,final_fit_through_2025-11
new_hcp,9,Primary Care,Non-preferred,29,12,532,65,62,True,final_fit_through_2025-11
new_hcp,9,Primary Care,Not covered,9,6,173,61,7,True,final_fit_through_2025-11
new_hcp,9,Primary Care,Preferred,23,9,380,65,56,True,final_fit_through_2025-11
new_hcp,9,Primary Care,Restricted,11,9,353,65,18,True,final_fit_through_2025-11
new_hcp,10,Cardiology,Non-preferred,9,5,362,44,76,True,final_fit_through_2025-11
new_hcp,10,Cardiology,Preferred,13,5,255,44,96,True,final_fit_through_2025-11
new_hcp,10,Cardiology,Restricted,7,5,237,44,34,True,final_fit_through_2025-11
new_hcp,10,Endocrinology,Non-preferred,5,2,279,34,65,True,final_fit_through_2025-11
new_hcp,10,Endocrinology,Not covered,1,1,89,32,8,True,final_fit_through_2025-11
new_hcp,10,Endocrinology,Preferred,6,3,177,34,53,True,final_fit_through_2025-11
new_hcp,10,Endocrinology,Restricted,6,2,209,34,26,True,final_fit_through_2025-11
new_hcp,10,Internal Medicine,Non-preferred,21,11,510,63,79,True,final_fit_through_2025-11
new_hcp,10,Internal Medicine,Not covered,8,5,179,61,8,True,final_fit_through_2025-11
new_hcp,10,Internal Medicine,Preferred,21,12,345,63,82,True,final_fit_through_2025-11
new_hcp,10,Internal Medicine,Restricted,16,9,348,63,33,True,final_fit_through_2025-11
new_hcp,10,Nephrology,Non-preferred,7,3,170,21,36,True,final_fit_through_2025-11
new_hcp,10,Nephrology,Not covered,3,3,64,21,4,True,final_fit_through_2025-11
new_hcp,10,Nephrology,Preferred,11,5,109,21,35,True,final_fit_through_2025-11
new_hcp,10,Nephrology,Restricted,8,4,108,21,12,True,final_fit_through_2025-11
new_hcp,10,Primary Care,Non-preferred,21,10,470,60,63,True,final_fit_through_2025-11
new_hcp,10,Primary Care,Not covered,5,5,177,58,8,True,final_fit_through_2025-11
new_hcp,10,Primary Care,Preferred,35,14,346,60,60,True,final_fit_through_2025-11
new_hcp,10,Primary Care,Restricted,18,10,329,59,21,True,final_fit_through_2025-11
